"file_name","category","source_staged_path","promoted_path","expected_sha256","copied_sha256","sha_match"
"diagnostics.js","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\D\SOURCE_FACTORY\assembled\20260701_01_STAGE1_BROWSER\src\core\diagnostics.js",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\8aff7147a926_diagnostics.js","8aff7147a926623668d25bae5c8f9081a5c7552c8dc0d64eea8b15ce8b20d89e","8aff7147a926623668d25bae5c8f9081a5c7552c8dc0d64eea8b15ce8b20d89e","True"
"MISSION_INTAKE_V1.json","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\E\YOLLA\worktrees\a4-windows-build-v4\s1\ship-now\wkr-004-install-restart\MISSION_INTAKE_V1.json",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\dd275afa5922_MISSION_INTAKE_V1.json","dd275afa59221be033956fb028dc8850e15532b0374f7debbafa18aa0bcabe97","dd275afa59221be033956fb028dc8850e15532b0374f7debbafa18aa0bcabe97","True"
"fileNameSafe.js","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\D\SOURCE_FACTORY\assembled\20260701_01_STAGE1_BROWSER\src\core\fileNameSafe.js",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\e2e55ca1e08a_fileNameSafe.js","e2e55ca1e08a8b96c62d77348b66dccbf3c570cce9a0fa2a78452098609431f5","e2e55ca1e08a8b96c62d77348b66dccbf3c570cce9a0fa2a78452098609431f5","True"
"a4-hosted-windows-pc-agent-build-v4.yml","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\E\YOLLA\worktrees\a4-windows-build-v4\.github\workflows\a4-hosted-windows-pc-agent-build-v4.yml",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\cb4b65aaf72f_a4-hosted-windows-pc-agent-build-v4.yml","cb4b65aaf72f33cb414bff7dc0d1f4788f5ccd2e47250bfdf318982dde3d064e","cb4b65aaf72f33cb414bff7dc0d1f4788f5ccd2e47250bfdf318982dde3d064e","True"
"A4_W36_USER_PC_JOB_GOLDEN_CONSUMER_TERMINAL.json","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\E\YOLLA\worktrees\a4-windows-build-v4\COMMAND_CENTER\AUTOMATION\V1\EVENTS\A4_W36_USER_PC_JOB_GOLDEN_CONSUMER_TERMINAL.json",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\73a009f6be78_A4_W36_USER_PC_JOB_GOLDEN_CONSUMER_TERMINAL.json","73a009f6be78c773cd41b0d45e49e67a8d7db043d6ee440b304250ee369b7656","73a009f6be78c773cd41b0d45e49e67a8d7db043d6ee440b304250ee369b7656","True"
"buttonHandlers.js","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\D\SOURCE_FACTORY\assembled\20260701_01_STAGE1_BROWSER\src\renderer\buttonHandlers.js",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\d69be4e9afcc_buttonHandlers.js","d69be4e9afcc5864af7e1b38529b98c57064a2aa96b23883dea32e112c03343b","d69be4e9afcc5864af7e1b38529b98c57064a2aa96b23883dea32e112c03343b","True"
"ASSEMBLY_MANIFEST.json","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\D\SOURCE_FACTORY\_ASSEMBLY_RECORDS\2026-07-01\STAGE1_BROWSER_V0_1_RUNTIME_PASS\ASSEMBLY_MANIFEST.json",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\710ad2fc6889_ASSEMBLY_MANIFEST.json","710ad2fc68896445f45a909c9d00d6bbc65a55cdb1f769f4580a45d66b9c3c85","710ad2fc68896445f45a909c9d00d6bbc65a55cdb1f769f4580a45d66b9c3c85","True"
"promptBuilder.js","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\D\SOURCE_FACTORY\assembled\20260701_01_STAGE1_BROWSER\src\core\promptBuilder.js",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\b9cd9a2895d0_promptBuilder.js","b9cd9a2895d0a6fc70172875bba25659a59e11753a95b71ff9ab9445db8e08de","b9cd9a2895d0a6fc70172875bba25659a59e11753a95b71ff9ab9445db8e08de","True"
"RUN_STAGE1_DIAGNOSTIC.bat","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\D\SOURCE_FACTORY\_ASSEMBLY_RECORDS\2026-07-01\STAGE1_BROWSER_V0_1_RUNTIME_PASS\assembled_files\assembled\20260701_01_STAGE1_BROWSER\run\RUN_STAGE1_DIAGNOSTIC.bat",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\3d07ea5055b8_RUN_STAGE1_DIAGNOSTIC.bat","3d07ea5055b87df89b9039d0d3508b828b410b8002b143f201d83fc02c1df470","3d07ea5055b87df89b9039d0d3508b828b410b8002b143f201d83fc02c1df470","True"
"README_COMMANDER_AUDIT.md","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\E\YOLLA\worktrees\a4-windows-build-v4\out\YOLLA_SITE_SCANNER_UPSTREAM_CORRECTION_HANDOFF\YOLLA_SITE_SCANNER_UPSTREAM_CORRECTION_HANDOFF\README_COMMANDER_AUDIT.md",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\6b4f2df8465c_README_COMMANDER_AUDIT.md","6b4f2df8465c73f37b44067d56349b066d83749839dbb7d3e7a6903f1fc7ff1a","6b4f2df8465c73f37b44067d56349b066d83749839dbb7d3e7a6903f1fc7ff1a","True"
"README.md","P0_GPT_BROWSER_BRIDGE","_staging\p0_core_import_20260730_174852\source_files\E\YOLLA\worktrees\a4-windows-build-v4\out\YOLLA_W08_W09_W10_PARALLEL_WORKER_PACKAGE\YOLLA_W08_W09_W10_PARALLEL_WORKER_PACKAGE\README.md",".\src_import\p0_core_import_v2_20260731_012550\P0_GPT_BROWSER_BRIDGE\5643acd1a7c0_README.md","5643acd1a7c00031459720b717cba6eb660293a7cb9c7f6c815091f4b90a8897","5643acd1a7c00031459720b717cba6eb660293a7cb9c7f6c815091f4b90a8897","True"
